Unnamed,NG,Time_Index,coal,None,uranium
0,0.05306,0,0.095488,0,0
1,2.972,1,3.412526998,0,0.705536
2,2.972,2,3.412526998,0,0.705536
3,2.972,3,3.412526998,0,0.705536
4,2.972,4,3.412526998,0,0.705536
5,2.972,5,3.412526998,0,0.705536
6,2.972,6,3.412526998,0,0.705536
7,2.972,7,3.412526998,0,0.705536
8,2.972,8,3.412526998,0,0.705536
9,2.972,9,3.412526998,0,0.705536
10,2.972,10,3.412526998,0,0.705536
11,2.972,11,3.412526998,0,0.705536
12,2.972,12,3.412526998,0,0.705536
13,2.972,13,3.412526998,0,0.705536
14,2.972,14,3.412526998,0,0.705536
15,2.972,15,3.412526998,0,0.705536
16,2.972,16,3.412526998,0,0.705536
17,2.972,17,3.412526998,0,0.705536
18,2.972,18,3.412526998,0,0.705536
19,2.972,19,3.412526998,0,0.705536
20,2.972,20,3.412526998,0,0.705536
21,2.972,21,3.412526998,0,0.705536
22,2.972,22,3.412526998,0,0.705536
23,2.972,23,3.412526998,0,0.705536
24,2.972,24,3.412526998,0,0.705536
25,3.685,25,3.47912167,0,0.705536
26,3.685,26,3.47912167,0,0.705536
27,3.685,27,3.47912167,0,0.705536
28,3.685,28,3.47912167,0,0.705536
29,3.685,29,3.47912167,0,0.705536
30,3.685,30,3.47912167,0,0.705536
31,3.685,31,3.47912167,0,0.705536
32,3.685,32,3.47912167,0,0.705536
33,3.685,33,3.47912167,0,0.705536
34,3.685,34,3.47912167,0,0.705536
35,3.685,35,3.47912167,0,0.705536
36,3.685,36,3.47912167,0,0.705536
37,3.685,37,3.47912167,0,0.705536
38,3.685,38,3.47912167,0,0.705536
39,3.685,39,3.47912167,0,0.705536
40,3.685,40,3.47912167,0,0.705536
41,3.685,41,3.47912167,0,0.705536
42,3.685,42,3.47912167,0,0.705536
43,3.685,43,3.47912167,0,0.705536
44,3.685,44,3.47912167,0,0.705536
45,3.685,45,3.47912167,0,0.705536
46,3.685,46,3.47912167,0,0.705536
47,3.685,47,3.47912167,0,0.705536
48,3.685,48,3.47912167,0,0.705536
49,6.237,49,3.471922246,0,0.705536
50,6.237,50,3.471922246,0,0.705536
