BalanceComponent,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand
Zone,1,1,1,1,1,1,1,1,1,1
AnnualSum,3.92425471395301e8,784940.8277928643,-927670.1117420613,0.0,0.0,0.0,0.0,0.0,0.0,-3.9266114344531e8
t1,44433.12002000001,0.0,-726.0,0.0,0.0,0.0,0.0,0.0,0.0,-43719.84962
t2,44034.36755,0.0,-726.0,0.0,0.0,0.0,0.0,0.0,0.0,-43321.05035
t3,43776.43106000001,0.0,-726.0,0.0,0.0,0.0,0.0,0.0,0.0,-43063.06706
t4,43803.423200000005,0.0,-726.0,0.0,0.0,0.0,0.0,0.0,0.0,-43090.0592
t5,43474.00087,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-43486.59007
t6,44252.77712,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-44265.31952
t7,45019.22039858841,258.52544141158364,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-45290.28824
t8,45210.96406092782,724.3647890721738,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-45947.82445
t9,45771.639840707816,306.55433929216974,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-46090.64298
t10,46166.283299999996,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-46178.7321
t11,46009.80818999999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-46022.21019
t12,45982.69434334242,0.0,-504.7712833424073,0.0,0.0,0.0,0.0,0.0,0.0,-45490.27826
t13,45314.25435,0.0,-726.0,0.0,0.0,0.0,0.0,0.0,0.0,-44600.60955
t14,44159.27220888941,0.0,-545.717198889408,0.0,0.0,0.0,0.0,0.0,0.0,-43625.86341
t15,42745.59211043479,0.0,-0.06313043478287553,0.0,0.0,0.0,0.0,0.0,0.0,-42757.79058
t16,42405.25076,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-42417.51236
t17,42748.20751999998,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-42760.42232
t18,44631.752339999985,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-44643.92034
t19,45563.194709999996,726.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-46301.36271
t20,45831.552095713116,474.342464286878,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-46318.01576
