Price,Date,Year
18.19,2012-01-01 00:00:00,2012
16.99,2012-01-01 01:00:00,2012
18.13,2012-01-01 02:00:00,2012
18.48,2012-01-01 03:00:00,2012
18.84,2012-01-01 04:00:00,2012
19.83,2012-01-01 05:00:00,2012
21.38,2012-01-01 06:00:00,2012
21.93,2012-01-01 07:00:00,2012
22.64,2012-01-01 08:00:00,2012
23.28,2012-01-01 09:00:00,2012
22.14,2012-01-01 10:00:00,2012
22.13,2012-01-01 11:00:00,2012
21.98,2012-01-01 12:00:00,2012
21.13,2012-01-01 13:00:00,2012
20.98,2012-01-01 14:00:00,2012
21.02,2012-01-01 15:00:00,2012
21.42,2012-01-01 16:00:00,2012
24.95,2012-01-01 17:00:00,2012
31.43,2012-01-01 18:00:00,2012
27.28,2012-01-01 19:00:00,2012
25.95,2012-01-01 20:00:00,2012
24.56,2012-01-01 21:00:00,2012
23.02,2012-01-01 22:00:00,2012
21.48,2012-01-01 23:00:00,2012
21.13,2012-01-02 00:00:00,2012
20.61,2012-01-02 01:00:00,2012
20.22,2012-01-02 02:00:00,2012
20.62,2012-01-02 03:00:00,2012
21.01,2012-01-02 04:00:00,2012
21.79,2012-01-02 05:00:00,2012
24.81,2012-01-02 06:00:00,2012
27.57,2012-01-02 07:00:00,2012
27.97,2012-01-02 08:00:00,2012
27.87,2012-01-02 09:00:00,2012
24.28,2012-01-02 10:00:00,2012
22.46,2012-01-02 11:00:00,2012
21.57,2012-01-02 12:00:00,2012
20.8,2012-01-02 13:00:00,2012
20.53,2012-01-02 14:00:00,2012
19.92,2012-01-02 15:00:00,2012
20.81,2012-01-02 16:00:00,2012
27.91,2012-01-02 17:00:00,2012
35.07,2012-01-02 18:00:00,2012
31.67,2012-01-02 19:00:00,2012
28.01,2012-01-02 20:00:00,2012
25.99,2012-01-02 21:00:00,2012
23.23,2012-01-02 22:00:00,2012
22.39,2012-01-02 23:00:00,2012
20.71,2012-01-03 00:00:00,2012
19.98,2012-01-03 01:00:00,2012
20.05,2012-01-03 02:00:00,2012
20.42,2012-01-03 03:00:00,2012
22.13,2012-01-03 04:00:00,2012
26.09,2012-01-03 05:00:00,2012
37.45,2012-01-03 06:00:00,2012
43.41,2012-01-03 07:00:00,2012
31.6,2012-01-03 08:00:00,2012
28.46,2012-01-03 09:00:00,2012
27.08,2012-01-03 10:00:00,2012
23.26,2012-01-03 11:00:00,2012
22.75,2012-01-03 12:00:00,2012
22.05,2012-01-03 13:00:00,2012
21.25,2012-01-03 14:00:00,2012
20.75,2012-01-03 15:00:00,2012
21.0,2012-01-03 16:00:00,2012
25.51,2012-01-03 17:00:00,2012
28.05,2012-01-03 18:00:00,2012
26.31,2012-01-03 19:00:00,2012
25.15,2012-01-03 20:00:00,2012
23.55,2012-01-03 21:00:00,2012
22.41,2012-01-03 22:00:00,2012
21.84,2012-01-03 23:00:00,2012
19.72,2012-01-04 00:00:00,2012
19.03,2012-01-04 01:00:00,2012
19.57,2012-01-04 02:00:00,2012
20.2,2012-01-04 03:00:00,2012
20.27,2012-01-04 04:00:00,2012
24.22,2012-01-04 05:00:00,2012
43.17,2012-01-04 06:00:00,2012
39.86,2012-01-04 07:00:00,2012
28.4,2012-01-04 08:00:00,2012
26.52,2012-01-04 09:00:00,2012
25.21,2012-01-04 10:00:00,2012
23.36,2012-01-04 11:00:00,2012
22.68,2012-01-04 12:00:00,2012
22.2,2012-01-04 13:00:00,2012
21.4,2012-01-04 14:00:00,2012
21.26,2012-01-04 15:00:00,2012
22.98,2012-01-04 16:00:00,2012
26.92,2012-01-04 17:00:00,2012
31.09,2012-01-04 18:00:00,2012
28.2,2012-01-04 19:00:00,2012
28.0,2012-01-04 20:00:00,2012
25.94,2012-01-04 21:00:00,2012
23.19,2012-01-04 22:00:00,2012
22.77,2012-01-04 23:00:00,2012
22.67,2012-01-05 00:00:00,2012
21.69,2012-01-05 01:00:00,2012
21.4,2012-01-05 02:00:00,2012
22.93,2012-01-05 03:00:00,2012
24.47,2012-01-05 04:00:00,2012
28.66,2012-01-05 05:00:00,2012
45.64,2012-01-05 06:00:00,2012
43.12,2012-01-05 07:00:00,2012
31.17,2012-01-05 08:00:00,2012
27.96,2012-01-05 09:00:00,2012
26.07,2012-01-05 10:00:00,2012
24.16,2012-01-05 11:00:00,2012
23.26,2012-01-05 12:00:00,2012
22.66,2012-01-05 13:00:00,2012
21.74,2012-01-05 14:00:00,2012
21.8,2012-01-05 15:00:00,2012
22.16,2012-01-05 16:00:00,2012
27.45,2012-01-05 17:00:00,2012
31.2,2012-01-05 18:00:00,2012
26.11,2012-01-05 19:00:00,2012
25.14,2012-01-05 20:00:00,2012
22.59,2012-01-05 21:00:00,2012
22.36,2012-01-05 22:00:00,2012
21.48,2012-01-05 23:00:00,2012
16.26,2012-01-06 00:00:00,2012
14.89,2012-01-06 01:00:00,2012
14.77,2012-01-06 02:00:00,2012
15.07,2012-01-06 03:00:00,2012
15.93,2012-01-06 04:00:00,2012
20.73,2012-01-06 05:00:00,2012
32.37,2012-01-06 06:00:00,2012
30.13,2012-01-06 07:00:00,2012
25.35,2012-01-06 08:00:00,2012
23.98,2012-01-06 09:00:00,2012
23.67,2012-01-06 10:00:00,2012
21.65,2012-01-06 11:00:00,2012
21.01,2012-01-06 12:00:00,2012
20.78,2012-01-06 13:00:00,2012
20.79,2012-01-06 14:00:00,2012
20.83,2012-01-06 15:00:00,2012
20.85,2012-01-06 16:00:00,2012
28.78,2012-01-06 17:00:00,2012
34.75,2012-01-06 18:00:00,2012
24.68,2012-01-06 19:00:00,2012
23.53,2012-01-06 20:00:00,2012
23.53,2012-01-06 21:00:00,2012
22.03,2012-01-06 22:00:00,2012
20.78,2012-01-06 23:00:00,2012
17.36,2012-01-07 00:00:00,2012
15.88,2012-01-07 01:00:00,2012
15.41,2012-01-07 02:00:00,2012
15.58,2012-01-07 03:00:00,2012
15.91,2012-01-07 04:00:00,2012
17.96,2012-01-07 05:00:00,2012
21.9,2012-01-07 06:00:00,2012
22.13,2012-01-07 07:00:00,2012
23.22,2012-01-07 08:00:00,2012
23.91,2012-01-07 09:00:00,2012
23.53,2012-01-07 10:00:00,2012
23.03,2012-01-07 11:00:00,2012
22.16,2012-01-07 12:00:00,2012
21.59,2012-01-07 13:00:00,2012
21.33,2012-01-07 14:00:00,2012
20.91,2012-01-07 15:00:00,2012
21.79,2012-01-07 16:00:00,2012
28.98,2012-01-07 17:00:00,2012
36.08,2012-01-07 18:00:00,2012
27.95,2012-01-07 19:00:00,2012
26.03,2012-01-07 20:00:00,2012
24.91,2012-01-07 21:00:00,2012
22.19,2012-01-07 22:00:00,2012
21.06,2012-01-07 23:00:00,2012
19.67,2012-01-08 00:00:00,2012
18.33,2012-01-08 01:00:00,2012
17.68,2012-01-08 02:00:00,2012
17.66,2012-01-08 03:00:00,2012
18.03,2012-01-08 04:00:00,2012
19.16,2012-01-08 05:00:00,2012
22.19,2012-01-08 06:00:00,2012
22.09,2012-01-08 07:00:00,2012
23.19,2012-01-08 08:00:00,2012
22.85,2012-01-08 09:00:00,2012
22.98,2012-01-08 10:00:00,2012
22.99,2012-01-08 11:00:00,2012
22.14,2012-01-08 12:00:00,2012
21.35,2012-01-08 13:00:00,2012
20.95,2012-01-08 14:00:00,2012
20.85,2012-01-08 15:00:00,2012
21.28,2012-01-08 16:00:00,2012
28.33,2012-01-08 17:00:00,2012
35.74,2012-01-08 18:00:00,2012
26.75,2012-01-08 19:00:00,2012
24.75,2012-01-08 20:00:00,2012
23.29,2012-01-08 21:00:00,2012
20.84,2012-01-08 22:00:00,2012
19.47,2012-01-08 23:00:00,2012
19.19,2012-01-09 00:00:00,2012
17.53,2012-01-09 01:00:00,2012
17.41,2012-01-09 02:00:00,2012
17.48,2012-01-09 03:00:00,2012
18.12,2012-01-09 04:00:00,2012
19.57,2012-01-09 05:00:00,2012
30.04,2012-01-09 06:00:00,2012
30.34,2012-01-09 07:00:00,2012
25.46,2012-01-09 08:00:00,2012
26.38,2012-01-09 09:00:00,2012
26.57,2012-01-09 10:00:00,2012
26.4,2012-01-09 11:00:00,2012
25.82,2012-01-09 12:00:00,2012
25.43,2012-01-09 13:00:00,2012
24.77,2012-01-09 14:00:00,2012
23.99,2012-01-09 15:00:00,2012
24.72,2012-01-09 16:00:00,2012
36.88,2012-01-09 17:00:00,2012
43.33,2012-01-09 18:00:00,2012
32.43,2012-01-09 19:00:00,2012
28.41,2012-01-09 20:00:00,2012
26.73,2012-01-09 21:00:00,2012
23.45,2012-01-09 22:00:00,2012
23.04,2012-01-09 23:00:00,2012
20.23,2012-01-10 00:00:00,2012
18.91,2012-01-10 01:00:00,2012
18.82,2012-01-10 02:00:00,2012
19.01,2012-01-10 03:00:00,2012
20.11,2012-01-10 04:00:00,2012
22.88,2012-01-10 05:00:00,2012
35.11,2012-01-10 06:00:00,2012
33.34,2012-01-10 07:00:00,2012
26.35,2012-01-10 08:00:00,2012
25.57,2012-01-10 09:00:00,2012
25.45,2012-01-10 10:00:00,2012
24.05,2012-01-10 11:00:00,2012
23.11,2012-01-10 12:00:00,2012
22.38,2012-01-10 13:00:00,2012
21.8,2012-01-10 14:00:00,2012
21.47,2012-01-10 15:00:00,2012
21.57,2012-01-10 16:00:00,2012
31.21,2012-01-10 17:00:00,2012
43.6,2012-01-10 18:00:00,2012
33.59,2012-01-10 19:00:00,2012
27.71,2012-01-10 20:00:00,2012
24.57,2012-01-10 21:00:00,2012
23.33,2012-01-10 22:00:00,2012
22.61,2012-01-10 23:00:00,2012
20.85,2012-01-11 00:00:00,2012
19.6,2012-01-11 01:00:00,2012
19.56,2012-01-11 02:00:00,2012
19.83,2012-01-11 03:00:00,2012
21.19,2012-01-11 04:00:00,2012
26.36,2012-01-11 05:00:00,2012
42.95,2012-01-11 06:00:00,2012
45.79,2012-01-11 07:00:00,2012
30.08,2012-01-11 08:00:00,2012
27.39,2012-01-11 09:00:00,2012
26.85,2012-01-11 10:00:00,2012
23.87,2012-01-11 11:00:00,2012
22.7,2012-01-11 12:00:00,2012
22.69,2012-01-11 13:00:00,2012
21.86,2012-01-11 14:00:00,2012
20.87,2012-01-11 15:00:00,2012
20.85,2012-01-11 16:00:00,2012
27.55,2012-01-11 17:00:00,2012
28.82,2012-01-11 18:00:00,2012
26.2,2012-01-11 19:00:00,2012
24.69,2012-01-11 20:00:00,2012
22.34,2012-01-11 21:00:00,2012
21.69,2012-01-11 22:00:00,2012
20.42,2012-01-11 23:00:00,2012
18.6,2012-01-12 00:00:00,2012
17.77,2012-01-12 01:00:00,2012
18.38,2012-01-12 02:00:00,2012
18.85,2012-01-12 03:00:00,2012
20.6,2012-01-12 04:00:00,2012
25.02,2012-01-12 05:00:00,2012
40.5,2012-01-12 06:00:00,2012
43.47,2012-01-12 07:00:00,2012
32.53,2012-01-12 08:00:00,2012
28.48,2012-01-12 09:00:00,2012
27.99,2012-01-12 10:00:00,2012
25.14,2012-01-12 11:00:00,2012
23.69,2012-01-12 12:00:00,2012
23.2,2012-01-12 13:00:00,2012
22.63,2012-01-12 14:00:00,2012
22.43,2012-01-12 15:00:00,2012
22.97,2012-01-12 16:00:00,2012
37.47,2012-01-12 17:00:00,2012
49.84,2012-01-12 18:00:00,2012
39.48,2012-01-12 19:00:00,2012
33.61,2012-01-12 20:00:00,2012
30.4,2012-01-12 21:00:00,2012
28.02,2012-01-12 22:00:00,2012
26.6,2012-01-12 23:00:00,2012
21.8,2012-01-13 00:00:00,2012
21.08,2012-01-13 01:00:00,2012
21.42,2012-01-13 02:00:00,2012
21.61,2012-01-13 03:00:00,2012
23.93,2012-01-13 04:00:00,2012
29.38,2012-01-13 05:00:00,2012
58.45,2012-01-13 06:00:00,2012
51.07,2012-01-13 07:00:00,2012
32.14,2012-01-13 08:00:00,2012
27.68,2012-01-13 09:00:00,2012
25.03,2012-01-13 10:00:00,2012
23.79,2012-01-13 11:00:00,2012
21.89,2012-01-13 12:00:00,2012
20.36,2012-01-13 13:00:00,2012
19.51,2012-01-13 14:00:00,2012
19.06,2012-01-13 15:00:00,2012
18.61,2012-01-13 16:00:00,2012
23.56,2012-01-13 17:00:00,2012
25.56,2012-01-13 18:00:00,2012
24.05,2012-01-13 19:00:00,2012
23.16,2012-01-13 20:00:00,2012
22.03,2012-01-13 21:00:00,2012
21.57,2012-01-13 22:00:00,2012
20.86,2012-01-13 23:00:00,2012
21.18,2012-01-14 00:00:00,2012
20.54,2012-01-14 01:00:00,2012
20.02,2012-01-14 02:00:00,2012
20.16,2012-01-14 03:00:00,2012
21.12,2012-01-14 04:00:00,2012
24.56,2012-01-14 05:00:00,2012
32.59,2012-01-14 06:00:00,2012
36.8,2012-01-14 07:00:00,2012
31.83,2012-01-14 08:00:00,2012
26.7,2012-01-14 09:00:00,2012
24.45,2012-01-14 10:00:00,2012
21.76,2012-01-14 11:00:00,2012
20.42,2012-01-14 12:00:00,2012
19.42,2012-01-14 13:00:00,2012
18.57,2012-01-14 14:00:00,2012
18.29,2012-01-14 15:00:00,2012
18.28,2012-01-14 16:00:00,2012
22.56,2012-01-14 17:00:00,2012
25.15,2012-01-14 18:00:00,2012
22.95,2012-01-14 19:00:00,2012
21.55,2012-01-14 20:00:00,2012
20.13,2012-01-14 21:00:00,2012
18.34,2012-01-14 22:00:00,2012
18.77,2012-01-14 23:00:00,2012
17.89,2012-01-15 00:00:00,2012
16.58,2012-01-15 01:00:00,2012
16.26,2012-01-15 02:00:00,2012
16.69,2012-01-15 03:00:00,2012
16.72,2012-01-15 04:00:00,2012
18.1,2012-01-15 05:00:00,2012
21.74,2012-01-15 06:00:00,2012
23.72,2012-01-15 07:00:00,2012
22.8,2012-01-15 08:00:00,2012
21.65,2012-01-15 09:00:00,2012
20.42,2012-01-15 10:00:00,2012
19.0,2012-01-15 11:00:00,2012
17.85,2012-01-15 12:00:00,2012
16.43,2012-01-15 13:00:00,2012
15.69,2012-01-15 14:00:00,2012
15.4,2012-01-15 15:00:00,2012
16.06,2012-01-15 16:00:00,2012
20.55,2012-01-15 17:00:00,2012
23.49,2012-01-15 18:00:00,2012
20.9,2012-01-15 19:00:00,2012
20.16,2012-01-15 20:00:00,2012
18.92,2012-01-15 21:00:00,2012
17.34,2012-01-15 22:00:00,2012
15.94,2012-01-15 23:00:00,2012
14.03,2012-01-16 00:00:00,2012
12.99,2012-01-16 01:00:00,2012
13.3,2012-01-16 02:00:00,2012
13.52,2012-01-16 03:00:00,2012
14.2,2012-01-16 04:00:00,2012
15.55,2012-01-16 05:00:00,2012
18.47,2012-01-16 06:00:00,2012
21.12,2012-01-16 07:00:00,2012
19.93,2012-01-16 08:00:00,2012
20.45,2012-01-16 09:00:00,2012
20.58,2012-01-16 10:00:00,2012
20.66,2012-01-16 11:00:00,2012
19.44,2012-01-16 12:00:00,2012
18.69,2012-01-16 13:00:00,2012
18.34,2012-01-16 14:00:00,2012
17.99,2012-01-16 15:00:00,2012
18.03,2012-01-16 16:00:00,2012
22.62,2012-01-16 17:00:00,2012
25.03,2012-01-16 18:00:00,2012
21.62,2012-01-16 19:00:00,2012
20.7,2012-01-16 20:00:00,2012
18.72,2012-01-16 21:00:00,2012
16.7,2012-01-16 22:00:00,2012
15.68,2012-01-16 23:00:00,2012
15.07,2012-01-17 00:00:00,2012
14.26,2012-01-17 01:00:00,2012
14.05,2012-01-17 02:00:00,2012
14.71,2012-01-17 03:00:00,2012
14.76,2012-01-17 04:00:00,2012
16.39,2012-01-17 05:00:00,2012
20.72,2012-01-17 06:00:00,2012
22.44,2012-01-17 07:00:00,2012
21.4,2012-01-17 08:00:00,2012
22.25,2012-01-17 09:00:00,2012
22.87,2012-01-17 10:00:00,2012
22.82,2012-01-17 11:00:00,2012
22.31,2012-01-17 12:00:00,2012
21.87,2012-01-17 13:00:00,2012
21.99,2012-01-17 14:00:00,2012
21.97,2012-01-17 15:00:00,2012
22.22,2012-01-17 16:00:00,2012
27.91,2012-01-17 17:00:00,2012
32.57,2012-01-17 18:00:00,2012
27.84,2012-01-17 19:00:00,2012
26.66,2012-01-17 20:00:00,2012
22.96,2012-01-17 21:00:00,2012
20.96,2012-01-17 22:00:00,2012
20.09,2012-01-17 23:00:00,2012
18.6,2012-01-18 00:00:00,2012
18.12,2012-01-18 01:00:00,2012
18.35,2012-01-18 02:00:00,2012
19.27,2012-01-18 03:00:00,2012
21.45,2012-01-18 04:00:00,2012
24.9,2012-01-18 05:00:00,2012
36.47,2012-01-18 06:00:00,2012
36.8,2012-01-18 07:00:00,2012
26.12,2012-01-18 08:00:00,2012
24.47,2012-01-18 09:00:00,2012
23.74,2012-01-18 10:00:00,2012
21.72,2012-01-18 11:00:00,2012
20.5,2012-01-18 12:00:00,2012
19.94,2012-01-18 13:00:00,2012
19.65,2012-01-18 14:00:00,2012
19.62,2012-01-18 15:00:00,2012
19.37,2012-01-18 16:00:00,2012
