Unnamed: 0,Time_Index,NG,None,coal,uranium,Year
0,0,0.05306,0,0.095487528,0.0,1970
7800,7800,4.95,0,5.228581713,0.705536,1970
7801,7801,4.902,0,5.273578114,0.705536,1970
7802,7802,4.902,0,5.273578114,0.705536,1970
7803,7803,4.902,0,5.273578114,0.705536,1970
7804,7804,4.902,0,5.273578114,0.705536,1970
7805,7805,4.902,0,5.273578114,0.705536,1970
7806,7806,4.902,0,5.273578114,0.705536,1970
7807,7807,4.902,0,5.273578114,0.705536,1970
7808,7808,4.902,0,5.273578114,0.705536,1970
7809,7809,4.902,0,5.273578114,0.705536,1970
7810,7810,4.902,0,5.273578114,0.705536,1970
7811,7811,4.902,0,5.273578114,0.705536,1970
7812,7812,4.902,0,5.273578114,0.705536,1970
7813,7813,4.902,0,5.273578114,0.705536,1970
7814,7814,4.902,0,5.273578114,0.705536,1970
7815,7815,4.902,0,5.273578114,0.705536,1970
7816,7816,4.902,0,5.273578114,0.705536,1970
7817,7817,4.902,0,5.273578114,0.705536,1970
7818,7818,4.902,0,5.273578114,0.705536,1970
7819,7819,4.902,0,5.273578114,0.705536,1970
7820,7820,4.902,0,5.273578114,0.705536,1970
7821,7821,4.902,0,5.273578114,0.705536,1970
7822,7822,4.902,0,5.273578114,0.705536,1970
7823,7823,4.902,0,5.273578114,0.705536,1970
7824,7824,4.902,0,5.273578114,0.705536,1970
7825,7825,4.833,0,5.399568035,0.705536,1970
7826,7826,4.833,0,5.399568035,0.705536,1970
7827,7827,4.833,0,5.399568035,0.705536,1970
7828,7828,4.833,0,5.399568035,0.705536,1970
7829,7829,4.833,0,5.399568035,0.705536,1970
7830,7830,4.833,0,5.399568035,0.705536,1970
7831,7831,4.833,0,5.399568035,0.705536,1970
7832,7832,4.833,0,5.399568035,0.705536,1970
7833,7833,4.833,0,5.399568035,0.705536,1970
7834,7834,4.833,0,5.399568035,0.705536,1970
7835,7835,4.833,0,5.399568035,0.705536,1970
7836,7836,4.833,0,5.399568035,0.705536,1970
7837,7837,4.833,0,5.399568035,0.705536,1970
7838,7838,4.833,0,5.399568035,0.705536,1970
7839,7839,4.833,0,5.399568035,0.705536,1970
7840,7840,4.833,0,5.399568035,0.705536,1970
7841,7841,4.833,0,5.399568035,0.705536,1970
7842,7842,4.833,0,5.399568035,0.705536,1970
7843,7843,4.833,0,5.399568035,0.705536,1970
7844,7844,4.833,0,5.399568035,0.705536,1970
7845,7845,4.833,0,5.399568035,0.705536,1970
