NG,Time_Index,coal,Date,None,uranium
0.05306,0,0.095488,0.0,0.0,0.0
4.412,1,2.935565155,2014-01-01 00:00:00,0.0,0.705536
4.412,2,2.935565155,2014-01-01 01:00:00,0.0,0.705536
4.412,3,2.935565155,2014-01-01 02:00:00,0.0,0.705536
4.412,4,2.935565155,2014-01-01 03:00:00,0.0,0.705536
4.412,5,2.935565155,2014-01-01 04:00:00,0.0,0.705536
4.412,6,2.935565155,2014-01-01 05:00:00,0.0,0.705536
4.412,7,2.935565155,2014-01-01 06:00:00,0.0,0.705536
4.412,8,2.935565155,2014-01-01 07:00:00,0.0,0.705536
4.412,9,2.935565155,2014-01-01 08:00:00,0.0,0.705536
4.412,10,2.935565155,2014-01-01 09:00:00,0.0,0.705536
4.412,11,2.935565155,2014-01-01 10:00:00,0.0,0.705536
4.412,12,2.935565155,2014-01-01 11:00:00,0.0,0.705536
4.412,13,2.935565155,2014-01-01 12:00:00,0.0,0.705536
4.412,14,2.935565155,2014-01-01 13:00:00,0.0,0.705536
4.412,15,2.935565155,2014-01-01 14:00:00,0.0,0.705536
4.412,16,2.935565155,2014-01-01 15:00:00,0.0,0.705536
4.412,17,2.935565155,2014-01-01 16:00:00,0.0,0.705536
4.412,18,2.935565155,2014-01-01 17:00:00,0.0,0.705536
4.412,19,2.935565155,2014-01-01 18:00:00,0.0,0.705536
4.412,20,2.935565155,2014-01-01 19:00:00,0.0,0.705536
4.412,21,2.935565155,2014-01-01 20:00:00,0.0,0.705536
4.412,22,2.935565155,2014-01-01 21:00:00,0.0,0.705536
4.412,23,2.935565155,2014-01-01 22:00:00,0.0,0.705536
4.412,24,2.935565155,2014-01-01 23:00:00,0.0,0.705536
4.307,25,2.906767459,2014-01-02 00:00:00,0.0,0.705536
4.307,26,2.906767459,2014-01-02 01:00:00,0.0,0.705536
4.307,27,2.906767459,2014-01-02 02:00:00,0.0,0.705536
4.307,28,2.906767459,2014-01-02 03:00:00,0.0,0.705536
4.307,29,2.906767459,2014-01-02 04:00:00,0.0,0.705536
4.307,30,2.906767459,2014-01-02 05:00:00,0.0,0.705536
4.307,31,2.906767459,2014-01-02 06:00:00,0.0,0.705536
4.307,32,2.906767459,2014-01-02 07:00:00,0.0,0.705536
4.307,33,2.906767459,2014-01-02 08:00:00,0.0,0.705536
4.307,34,2.906767459,2014-01-02 09:00:00,0.0,0.705536
4.307,35,2.906767459,2014-01-02 10:00:00,0.0,0.705536
4.307,36,2.906767459,2014-01-02 11:00:00,0.0,0.705536
4.307,37,2.906767459,2014-01-02 12:00:00,0.0,0.705536
4.307,38,2.906767459,2014-01-02 13:00:00,0.0,0.705536
4.307,39,2.906767459,2014-01-02 14:00:00,0.0,0.705536
4.307,40,2.906767459,2014-01-02 15:00:00,0.0,0.705536
4.307,41,2.906767459,2014-01-02 16:00:00,0.0,0.705536
4.307,42,2.906767459,2014-01-02 17:00:00,0.0,0.705536
4.307,43,2.906767459,2014-01-02 18:00:00,0.0,0.705536
4.307,44,2.906767459,2014-01-02 19:00:00,0.0,0.705536
4.307,45,2.906767459,2014-01-02 20:00:00,0.0,0.705536
4.307,46,2.906767459,2014-01-02 21:00:00,0.0,0.705536
4.307,47,2.906767459,2014-01-02 22:00:00,0.0,0.705536
4.307,48,2.906767459,2014-01-02 23:00:00,0.0,0.705536
4.321,49,2.861771058,2014-01-03 00:00:00,0.0,0.705536
4.321,50,2.861771058,2014-01-03 01:00:00,0.0,0.705536
4.321,51,2.861771058,2014-01-03 02:00:00,0.0,0.705536
4.321,52,2.861771058,2014-01-03 03:00:00,0.0,0.705536
4.321,53,2.861771058,2014-01-03 04:00:00,0.0,0.705536
4.321,54,2.861771058,2014-01-03 05:00:00,0.0,0.705536
4.321,55,2.861771058,2014-01-03 06:00:00,0.0,0.705536
4.321,56,2.861771058,2014-01-03 07:00:00,0.0,0.705536
4.321,57,2.861771058,2014-01-03 08:00:00,0.0,0.705536
4.321,58,2.861771058,2014-01-03 09:00:00,0.0,0.705536
4.321,59,2.861771058,2014-01-03 10:00:00,0.0,0.705536
4.321,60,2.861771058,2014-01-03 11:00:00,0.0,0.705536
4.321,61,2.861771058,2014-01-03 12:00:00,0.0,0.705536
4.321,62,2.861771058,2014-01-03 13:00:00,0.0,0.705536
4.321,63,2.861771058,2014-01-03 14:00:00,0.0,0.705536
4.321,64,2.861771058,2014-01-03 15:00:00,0.0,0.705536
4.321,65,2.861771058,2014-01-03 16:00:00,0.0,0.705536
4.321,66,2.861771058,2014-01-03 17:00:00,0.0,0.705536
4.321,67,2.861771058,2014-01-03 18:00:00,0.0,0.705536
4.321,68,2.861771058,2014-01-03 19:00:00,0.0,0.705536
4.321,69,2.861771058,2014-01-03 20:00:00,0.0,0.705536
4.321,70,2.861771058,2014-01-03 21:00:00,0.0,0.705536
4.321,71,2.861771058,2014-01-03 22:00:00,0.0,0.705536
4.321,72,2.861771058,2014-01-03 23:00:00,0.0,0.705536
4.321,73,2.861771058,2014-01-04 00:00:00,0.0,0.705536
4.321,74,2.861771058,2014-01-04 01:00:00,0.0,0.705536
4.321,75,2.861771058,2014-01-04 02:00:00,0.0,0.705536
4.321,76,2.861771058,2014-01-04 03:00:00,0.0,0.705536
4.321,77,2.861771058,2014-01-04 04:00:00,0.0,0.705536
4.321,78,2.861771058,2014-01-04 05:00:00,0.0,0.705536
4.321,79,2.861771058,2014-01-04 06:00:00,0.0,0.705536
4.321,80,2.861771058,2014-01-04 07:00:00,0.0,0.705536
4.321,81,2.861771058,2014-01-04 08:00:00,0.0,0.705536
4.321,82,2.861771058,2014-01-04 09:00:00,0.0,0.705536
4.321,83,2.861771058,2014-01-04 10:00:00,0.0,0.705536
4.321,84,2.861771058,2014-01-04 11:00:00,0.0,0.705536
4.321,85,2.861771058,2014-01-04 12:00:00,0.0,0.705536
4.321,86,2.861771058,2014-01-04 13:00:00,0.0,0.705536
4.321,87,2.861771058,2014-01-04 14:00:00,0.0,0.705536
4.321,88,2.861771058,2014-01-04 15:00:00,0.0,0.705536
4.321,89,2.861771058,2014-01-04 16:00:00,0.0,0.705536
4.321,90,2.861771058,2014-01-04 17:00:00,0.0,0.705536
4.321,91,2.861771058,2014-01-04 18:00:00,0.0,0.705536
4.321,92,2.861771058,2014-01-04 19:00:00,0.0,0.705536
4.321,93,2.861771058,2014-01-04 20:00:00,0.0,0.705536
4.321,94,2.861771058,2014-01-04 21:00:00,0.0,0.705536
4.321,95,2.861771058,2014-01-04 22:00:00,0.0,0.705536
4.321,96,2.861771058,2014-01-04 23:00:00,0.0,0.705536
4.321,97,2.861771058,2014-01-05 00:00:00,0.0,0.705536
4.321,98,2.861771058,2014-01-05 01:00:00,0.0,0.705536
4.321,99,2.861771058,2014-01-05 02:00:00,0.0,0.705536
4.321,100,2.861771058,2014-01-05 03:00:00,0.0,0.705536
4.321,101,2.861771058,2014-01-05 04:00:00,0.0,0.705536
4.321,102,2.861771058,2014-01-05 05:00:00,0.0,0.705536
4.321,103,2.861771058,2014-01-05 06:00:00,0.0,0.705536
4.321,104,2.861771058,2014-01-05 07:00:00,0.0,0.705536
4.321,105,2.861771058,2014-01-05 08:00:00,0.0,0.705536
4.321,106,2.861771058,2014-01-05 09:00:00,0.0,0.705536
4.321,107,2.861771058,2014-01-05 10:00:00,0.0,0.705536
4.321,108,2.861771058,2014-01-05 11:00:00,0.0,0.705536
4.321,109,2.861771058,2014-01-05 12:00:00,0.0,0.705536
4.321,110,2.861771058,2014-01-05 13:00:00,0.0,0.705536
4.321,111,2.861771058,2014-01-05 14:00:00,0.0,0.705536
4.321,112,2.861771058,2014-01-05 15:00:00,0.0,0.705536
4.321,113,2.861771058,2014-01-05 16:00:00,0.0,0.705536
4.321,114,2.861771058,2014-01-05 17:00:00,0.0,0.705536
4.321,115,2.861771058,2014-01-05 18:00:00,0.0,0.705536
4.321,116,2.861771058,2014-01-05 19:00:00,0.0,0.705536
4.321,117,2.861771058,2014-01-05 20:00:00,0.0,0.705536
4.321,118,2.861771058,2014-01-05 21:00:00,0.0,0.705536
4.321,119,2.861771058,2014-01-05 22:00:00,0.0,0.705536
4.321,120,2.861771058,2014-01-05 23:00:00,0.0,0.705536
4.391,121,2.870770338,2014-01-06 00:00:00,0.0,0.705536
4.391,122,2.870770338,2014-01-06 01:00:00,0.0,0.705536
4.391,123,2.870770338,2014-01-06 02:00:00,0.0,0.705536
4.391,124,2.870770338,2014-01-06 03:00:00,0.0,0.705536
4.391,125,2.870770338,2014-01-06 04:00:00,0.0,0.705536
4.391,126,2.870770338,2014-01-06 05:00:00,0.0,0.705536
4.391,127,2.870770338,2014-01-06 06:00:00,0.0,0.705536
4.391,128,2.870770338,2014-01-06 07:00:00,0.0,0.705536
4.391,129,2.870770338,2014-01-06 08:00:00,0.0,0.705536
4.391,130,2.870770338,2014-01-06 09:00:00,0.0,0.705536
4.391,131,2.870770338,2014-01-06 10:00:00,0.0,0.705536
4.391,132,2.870770338,2014-01-06 11:00:00,0.0,0.705536
4.391,133,2.870770338,2014-01-06 12:00:00,0.0,0.705536
4.391,134,2.870770338,2014-01-06 13:00:00,0.0,0.705536
4.391,135,2.870770338,2014-01-06 14:00:00,0.0,0.705536
4.391,136,2.870770338,2014-01-06 15:00:00,0.0,0.705536
4.391,137,2.870770338,2014-01-06 16:00:00,0.0,0.705536
4.391,138,2.870770338,2014-01-06 17:00:00,0.0,0.705536
4.391,139,2.870770338,2014-01-06 18:00:00,0.0,0.705536
4.391,140,2.870770338,2014-01-06 19:00:00,0.0,0.705536
4.391,141,2.870770338,2014-01-06 20:00:00,0.0,0.705536
4.391,142,2.870770338,2014-01-06 21:00:00,0.0,0.705536
4.391,143,2.870770338,2014-01-06 22:00:00,0.0,0.705536
4.391,144,2.870770338,2014-01-06 23:00:00,0.0,0.705536
4.499,145,2.86537077,2014-01-07 00:00:00,0.0,0.705536
4.499,146,2.86537077,2014-01-07 01:00:00,0.0,0.705536
4.499,147,2.86537077,2014-01-07 02:00:00,0.0,0.705536
4.499,148,2.86537077,2014-01-07 03:00:00,0.0,0.705536
4.499,149,2.86537077,2014-01-07 04:00:00,0.0,0.705536
4.499,150,2.86537077,2014-01-07 05:00:00,0.0,0.705536
4.499,151,2.86537077,2014-01-07 06:00:00,0.0,0.705536
4.499,152,2.86537077,2014-01-07 07:00:00,0.0,0.705536
4.499,153,2.86537077,2014-01-07 08:00:00,0.0,0.705536
4.499,154,2.86537077,2014-01-07 09:00:00,0.0,0.705536
4.499,155,2.86537077,2014-01-07 10:00:00,0.0,0.705536
4.499,156,2.86537077,2014-01-07 11:00:00,0.0,0.705536
4.499,157,2.86537077,2014-01-07 12:00:00,0.0,0.705536
4.499,158,2.86537077,2014-01-07 13:00:00,0.0,0.705536
4.499,159,2.86537077,2014-01-07 14:00:00,0.0,0.705536
4.499,160,2.86537077,2014-01-07 15:00:00,0.0,0.705536
4.499,161,2.86537077,2014-01-07 16:00:00,0.0,0.705536
4.499,162,2.86537077,2014-01-07 17:00:00,0.0,0.705536
4.499,163,2.86537077,2014-01-07 18:00:00,0.0,0.705536
4.499,164,2.86537077,2014-01-07 19:00:00,0.0,0.705536
4.499,165,2.86537077,2014-01-07 20:00:00,0.0,0.705536
4.499,166,2.86537077,2014-01-07 21:00:00,0.0,0.705536
4.499,167,2.86537077,2014-01-07 22:00:00,0.0,0.705536
4.499,168,2.86537077,2014-01-07 23:00:00,0.0,0.705536
4.583,169,2.948164147,2014-01-08 00:00:00,0.0,0.705536
4.583,170,2.948164147,2014-01-08 01:00:00,0.0,0.705536
4.583,171,2.948164147,2014-01-08 02:00:00,0.0,0.705536
4.583,172,2.948164147,2014-01-08 03:00:00,0.0,0.705536
4.583,173,2.948164147,2014-01-08 04:00:00,0.0,0.705536
4.583,174,2.948164147,2014-01-08 05:00:00,0.0,0.705536
4.583,175,2.948164147,2014-01-08 06:00:00,0.0,0.705536
