Unnamed: 0,Time_Index,NG,None,coal,uranium,Year
0,0,0.05306,0,0.095487528,0.0,1970
5592,5592,3.83,0,5.201583873,0.705536,1970
5593,5593,3.83,0,5.201583873,0.705536,1970
5594,5594,3.83,0,5.201583873,0.705536,1970
5595,5595,3.83,0,5.201583873,0.705536,1970
5596,5596,3.83,0,5.201583873,0.705536,1970
5597,5597,3.83,0,5.201583873,0.705536,1970
5598,5598,3.83,0,5.201583873,0.705536,1970
5599,5599,3.83,0,5.201583873,0.705536,1970
5600,5600,3.83,0,5.201583873,0.705536,1970
5601,5601,3.83,0,5.201583873,0.705536,1970
5602,5602,3.83,0,5.201583873,0.705536,1970
5603,5603,3.83,0,5.201583873,0.705536,1970
5604,5604,3.83,0,5.201583873,0.705536,1970
5605,5605,3.83,0,5.201583873,0.705536,1970
5606,5606,3.83,0,5.201583873,0.705536,1970
5607,5607,3.83,0,5.201583873,0.705536,1970
5608,5608,3.83,0,5.201583873,0.705536,1970
5609,5609,3.83,0,5.201583873,0.705536,1970
5610,5610,3.83,0,5.201583873,0.705536,1970
5611,5611,3.83,0,5.201583873,0.705536,1970
5612,5612,3.83,0,5.201583873,0.705536,1970
5613,5613,3.83,0,5.201583873,0.705536,1970
5614,5614,3.83,0,5.201583873,0.705536,1970
5615,5615,3.83,0,5.201583873,0.705536,1970
5616,5616,3.936,0,5.340172786,0.705536,1970
5617,5617,3.936,0,5.340172786,0.705536,1970
5618,5618,3.936,0,5.340172786,0.705536,1970
5619,5619,3.936,0,5.340172786,0.705536,1970
5620,5620,3.936,0,5.340172786,0.705536,1970
5621,5621,3.936,0,5.340172786,0.705536,1970
5622,5622,3.936,0,5.340172786,0.705536,1970
5623,5623,3.936,0,5.340172786,0.705536,1970
5624,5624,3.936,0,5.340172786,0.705536,1970
5625,5625,3.936,0,5.340172786,0.705536,1970
5626,5626,3.936,0,5.340172786,0.705536,1970
5627,5627,3.936,0,5.340172786,0.705536,1970
5628,5628,3.936,0,5.340172786,0.705536,1970
5629,5629,3.936,0,5.340172786,0.705536,1970
5630,5630,3.936,0,5.340172786,0.705536,1970
5631,5631,3.936,0,5.340172786,0.705536,1970
